,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2025/6/10 0:22,70.78,52.89,77.53,69,9030.19,9170.57,8416.29,1159.9,1079.78,1065,1034.08,1100.49,1191.22,1156.44,1187.83,1204.53,1200.23,615.18,460.44,536.84,526.29,491.27,540.32,500.53,479.79,615.47,616.06,26.06,17.68,39.95,26.63,37.03,284.7,347.33,379.2,218.43,302.6,95.01,98.63,98.88,95.87,99.1,1143.41,1536.13,1246.63,1458.66,1202.52,1185.73,3829.9,3145.41
2025/6/10 0:22,93.8,103.12,71.4,88.07,8499.03,8774.11,8916.09,1045.71,1095.36,1119.79,1146.12,1084.93,1206.98,1139.41,1147.93,1129.69,1165.54,592.82,592.98,591.15,528.49,498.68,519.43,468.62,585.53,538.67,533.99,15.63,39.52,37.87,20.15,38.29,310.21,350.32,226.75,283.68,357.08,108.38,106.23,105.31,103.87,99.96,1514.18,1277.22,1210.15,1465.08,1331.72,3660.82,4035.46,569.74
2025/6/10 0:22,90.21,56.39,84.16,52.9,9286.64,8203.13,8408.17,1197.98,1185.51,1110.42,1086.59,1095.99,1051.63,1203.87,1190.91,1059.9,1057.68,616.4,563.66,509.24,532.34,522.63,619.19,578.8,526.45,583.88,461.47,22.04,34.99,19.71,23.47,29.45,281.28,254.81,270.44,225.68,300.41,102.42,108.71,109.68,96.18,98.8,1437.94,1380.01,1375.91,1403.78,1461.4,3857.84,557.7,3961.55
2025/6/10 0:22,102.76,43.98,97.15,79.53,8460.74,8428.73,8533.05,1129.7,1113.18,1039.26,1186.38,1193.48,1117.93,1201.62,1119.96,1055.21,1037.7,470.78,614.93,578.1,577.44,558.63,486.93,547.42,559.13,609.26,533.28,23.18,26.89,28.52,19.34,39.77,289.49,331.36,282.42,357.55,356.75,96.09,105.2,104.92,103.71,97.44,1429.8,1345.97,1548.11,1263.44,1484.8,1718.29,2337.29,554.61
2025/6/10 0:22,44.61,92.28,64.18,46.06,9239.06,8385.85,8629.68,1166.18,1063.87,1103.91,1178.61,1134.55,1102.03,1107.92,1200.29,1099.25,1105.88,539.57,539.04,601.87,494.93,480.77,483.92,481.04,483.4,481.41,616.89,21.29,21.58,39.38,21.49,26.72,360.36,211.04,217.2,217.46,247.96,108.55,105.14,97.84,105.07,108.32,1293.47,1457.51,1529.62,1272.27,1554.76,1093.84,2182.24,3778.13
2025/6/10 0:22,72.13,93.16,86.22,99.13,7550.35,9404.81,8882.27,1081.37,1145.39,1064.53,1155.48,1074.13,1119.59,1208.83,1156.76,1169.39,1063.96,456.62,550.62,462.98,513.68,611.8,576.12,583.02,481.27,491.9,533.63,34.21,38.41,17.23,34.73,37.23,204.45,230.79,371.8,223.37,215.07,104.16,103.47,107.04,108.29,105.41,1156.03,1191.1,1249.67,1141.64,1429.96,3115.19,2916.38,4236.9
2025/6/10 0:22,57.68,77.47,43.61,56.27,9563.82,8656.65,7729.05,1062.61,1107.62,1123.48,1151.09,1062.93,1204.06,1140.47,1104.27,1088.49,1162.72,527.93,614.09,609.69,509.5,600.98,579.02,529.78,485.8,523.6,477.99,39.6,26.09,23.43,23.99,20.31,316.59,254.8,245.12,326.13,347.41,108.13,98.77,107.54,103.23,106.44,1120.55,1451.84,1475.86,1391.96,1458.39,782.63,1808.12,3884.27
2025/6/10 0:22,58.6,98.79,75.83,102.89,9240.22,8813.62,8062.4,1078.88,1062.46,1135.48,1203.18,1128.61,1085.6,1056.09,1159.14,1101.43,1030.46,521.48,479.73,554.87,454.09,559.83,537.82,460.17,586.03,574.2,556.05,17.19,36.48,39.91,18.54,38.98,290.26,249.12,331.52,182.03,215.19,105.98,104.47,104.27,109.99,105.91,1182.3,1467.81,1294.11,1198.86,1346.54,1757.53,4041.78,4367.76
2025/6/10 0:22,49.76,65.04,53.11,65.84,8655.51,7597.09,8603.57,1084.26,1153.34,1087.3,1083.69,1153.55,1084.08,1127.47,1142.56,1208.23,1048.17,549,513.09,474.26,594.33,591.5,463.19,563.61,460.76,516.31,523.61,17.9,19.36,17.47,17.55,24.06,296.43,244.75,295.71,373.6,202.47,100.96,105.88,103.73,102.26,109.54,1296.2,1548.32,1120.19,1580.51,1228.8,597.2,670.77,2438.77
2025/6/10 0:22,93.22,103.26,62.13,93.34,9242.78,8938.57,8854.72,1120.36,1203.46,1152.78,1143.14,1075.03,1120.39,1113.42,1191.18,1199.39,1167.67,510.16,562.52,508.89,611.65,550.25,540.79,454.64,458.64,532.94,614.15,37.64,19.65,23.99,32.08,37.56,194.14,276.48,197.28,284.88,327.18,95.43,98.47,98.77,107.19,103.6,1111.6,1369.5,1431.46,1556,1287.37,2684.39,2244.25,743.89
2025/6/10 0:22,43.74,97.3,72.92,101.4,8045.39,8717.69,8296.11,1185.27,1063.42,1122.73,1142.93,1191.76,1089.12,1180.03,1201.15,1095.45,1142.23,563.95,510.77,462.18,587.87,601.52,493,462.86,483.81,504.59,500.15,15.58,36.47,21.78,37.53,18.25,249.7,289.65,289.44,299.58,229.35,107.74,105.47,103.82,106.46,100.3,1140.71,1206.75,1410.44,1480.47,1551.55,3099.43,766.39,517.73
2025/6/10 0:22,84.35,63.72,50.19,50.73,7957.15,8357.9,8574.53,1212.12,1036.85,1074.56,1203.66,1112.5,1062.48,1114.91,1054.48,1107.81,1058.74,582.44,545.46,479.55,528.92,570.61,589.07,514.94,515.46,527.88,528.52,17.92,39.5,37.02,22.47,19.1,318.99,211.59,278.25,369.6,275.42,99.57,105.99,99.27,109.09,106.58,1593.42,1338.23,1525.54,1388.75,1111.36,2797.99,1799.39,1698.01
2025/6/10 0:22,88.1,49.95,105.03,76.55,8726.92,9699.11,9280.01,1211.51,1180.33,1185.61,1095.19,1165.81,1045.3,1051.91,1203.73,1139.38,1118.39,478.81,511.84,570.68,570.12,592.07,459.17,486.35,501.1,459.27,617.33,22.17,30.82,18.18,16.68,24.22,244.45,267.33,208.65,302.53,278.52,97.11,95.68,95.85,105.85,100.9,1541.66,1479.86,1109.17,1135.14,1315.55,1014.68,2009.75,839.02
2025/6/10 0:23,68.45,94.12,55.94,66.87,9742.15,7647.81,9002.28,1179.35,1080.85,1187.9,1214.6,1081.75,1041.9,1155.15,1038.78,1177.25,1191.96,549.17,520.58,615.15,574.72,616.69,494.67,456.12,522.45,511.29,519.24,23.85,19.15,16.48,25.94,26.28,297.31,268.5,285.7,278.91,378.51,108.48,104.03,109.68,100.36,95.15,1211.46,1221.1,1153.13,1322.13,1238.71,3134.95,2937.35,2548.91
2025/6/10 0:23,73.59,42.89,92.04,46.07,7605.21,9284.27,9386.3,1085.1,1081.1,1209.59,1184.36,1052.99,1079.26,1066.02,1121.11,1167.77,1188.14,617.53,537.15,452.16,603.66,597.91,472.82,566.98,534.28,507.34,568.42,23.29,25.59,39.88,39.19,39.04,182.26,202.31,350.31,316.72,346.21,99.87,97.93,105.42,95.03,95.28,1482.86,1262.04,1366.85,1552.42,1504.27,3828.25,4255.98,817.16
2025/6/10 0:23,66.77,53.87,98.87,104.75,7652.41,9482.41,7675.17,1032.48,1112.93,1210.34,1150.07,1042.18,1200.62,1093.75,1177.72,1113,1142.65,454.69,487.49,510.43,473.98,549.91,521.85,571.35,571.34,568.07,576,37.49,36.76,18.24,29.57,15.55,291.79,239,183.19,314,238.77,107.88,104.13,108.67,95.79,101.24,1494.99,1493.43,1179.86,1370.57,1501.31,1861.29,1376.44,2642.86
2025/6/10 0:23,84.01,94.63,49.52,90.74,8407.23,8506.62,9691.98,1075.01,1184.89,1152.12,1163.18,1120.8,1116.07,1181.49,1087.86,1129.42,1031.62,497.43,457.06,594.36,452.66,510.6,465.79,585.99,576.96,514.7,608.63,36.54,31.56,38.73,23.6,17.02,204.08,210.81,315.73,201.63,300.13,98.27,96.95,104.69,107.61,106.85,1554.94,1541.55,1105.46,1495.13,1225.46,1410.16,2897.8,4139.4
2025/6/10 0:23,78.49,61.17,51.39,43.64,9150.02,8508.55,9056.26,1093.98,1100.75,1140.59,1054.58,1055.64,1108.22,1053.15,1179.76,1109.95,1151.05,586.68,548.93,498.42,618.3,474.94,511.58,576.64,546.18,578.62,542.78,39.35,23.43,35.48,16.4,17.34,180.79,324.78,298.47,285.45,228.13,108.9,109.82,101.92,98.55,101.61,1394.57,1488.56,1188.34,1237.26,1260,3363.3,3350.34,1396.56
2025/6/10 0:23,45.78,76.62,65.44,65.59,7942.2,7591.13,9125.31,1153.55,1033.3,1203.77,1037.79,1070.8,1051.42,1162.24,1113.95,1149.06,1109.36,604.51,544.09,618.41,512.87,580.84,520.13,475.39,530.84,470.69,451.21,18.92,22.84,18.61,23.03,24.75,232.35,327.88,285.51,288.63,375.29,100.51,97.08,108.94,100.87,96.29,1370.98,1213.53,1102.47,1165.09,1121.71,2055.28,2686.33,2934.46
2025/6/10 0:23,56.63,42.55,93.38,63.14,9625.39,8398.12,8322.3,1040.56,1081.82,1037.04,1190.99,1079.76,1218.54,1141.36,1113.91,1204.01,1177.1,488.76,490.54,618.3,596.47,598.94,570.25,468.89,567.96,501.66,455.51,16.16,38.52,23.76,24.19,27.5,221.74,193.06,207.33,328.01,372.63,100.22,98.48,104.73,109.25,102.26,1319.63,1508,1259.83,1197.17,1197.33,1150.91,931.15,2296.14
2025/6/10 0:23,82.74,40.36,82.51,94.91,8056.95,8270.94,8830.62,1034.45,1145.94,1108.34,1181.81,1046.41,1219.57,1132.47,1039.39,1169.5,1055.17,486.27,535.79,571.5,561.24,567.86,507.58,575.86,609.13,458.09,532.42,33.1,33.43,29.36,29.77,19.05,343.8,204.5,301.98,266.17,198.28,104.57,109.34,97.48,98.31,101.28,1236.02,1592.63,1304.7,1572.84,1148.92,3665.6,2987.61,1091.01
2025/6/10 0:23,62.64,71.58,92.28,60.44,9460.83,9629.91,8157.03,1196.29,1043.86,1078.57,1062.48,1180.01,1134.18,1066.91,1205.19,1202.33,1161.02,526.01,557.09,539.46,503.61,544.01,583.42,461.93,531.76,471.25,468.17,25.7,36.37,33.52,23.28,38.67,311.42,347.49,366.19,292.47,268.09,96.9,104.3,107.34,95.37,105.45,1308.89,1270.41,1592.32,1175.73,1193.93,2374.47,1160.18,3068.89
2025/6/10 0:23,75.52,49.37,41.73,70.91,8655.84,7861.92,9589.05,1059.41,1117.46,1039.91,1157.78,1163.93,1128.06,1035.64,1113.94,1153.4,1152.91,480.44,575.35,494.66,534.07,584.75,614.67,562.1,562.26,502.09,555.91,21.83,27.57,28.28,18.26,37.43,339.19,223.1,301.27,374.15,306.06,101.26,105.38,104.29,96.75,105.68,1220.02,1281.33,1305.59,1230.72,1507.14,3165.01,3123.17,1754.28
2025/6/10 0:23,61.08,53.03,57.78,74.47,7987.38,9725.26,7523.99,1178.76,1032.72,1082.61,1119.22,1067.07,1069.26,1172.48,1105.8,1097.3,1139.69,508.1,604.39,604.76,483.08,509.09,501.94,610.94,459.81,575.15,592.21,17.95,33.79,24.62,22.12,34.72,296.34,258.74,297.54,223.12,360.54,95.71,108.13,96.27,101.46,109.79,1156.14,1340.97,1534.95,1150.53,1562.16,1163.03,4499.62,4243.15
2025/6/10 0:23,57.73,78.16,88.49,108.47,7736.18,8596.55,7875.22,1208.85,1066.88,1100.35,1185.12,1171.13,1147.79,1215.5,1143.05,1201.43,1058.79,584.76,611.41,495.99,454.33,600.43,506.23,535.07,515.38,610.6,591.92,29.93,18.86,26.55,20.9,29.16,338.26,372.97,226.22,275.13,374.86,96.76,100.47,104.76,101.97,97.28,1512.55,1376.69,1165.04,1503.44,1297.67,2849.2,1127.48,2379.27
2025/6/10 0:23,64.15,40.89,74.43,55.28,9444.81,8796.14,7836.47,1109.16,1156.18,1147.01,1083.5,1121.7,1192.06,1075.62,1047.55,1167.46,1080.53,600.67,541.05,577.73,550.89,553.72,539.51,499.01,451.52,609.36,567.83,31.69,33.49,20.91,36.18,39.61,334.82,268.1,317.1,307.01,324.5,106.95,101.78,104.97,109.29,95.29,1173.35,1480.38,1213.74,1355.61,1165.86,1762.6,2586.73,2169.79
2025/6/10 0:23,94.63,81.57,68.66,54.36,8909.14,8861.79,7783.28,1080.52,1085.14,1038.41,1169.12,1060.49,1074.8,1134.91,1163.68,1116.27,1171.76,495.4,509.98,462.8,613.38,610.7,544.68,515.19,614.06,453.87,517.37,15.42,17.68,28.37,37.3,39.26,191.22,331.84,367.05,354.57,278.06,99.99,100.73,100.84,106.01,100.77,1580.04,1280.73,1353.02,1580.98,1457.9,4083.13,3445.06,2691.96
2025/6/10 0:23,98.39,65.32,98.01,49.27,9534.82,8339.02,9692.31,1147.23,1074.53,1093.3,1215.73,1059.15,1138,1180.27,1166.79,1163.44,1093.7,496.49,461.98,564.56,521.34,516.26,528.47,607.9,524.66,565.15,489.4,29.05,18.79,30.99,22.44,35.83,259.5,354.68,324.26,194.51,319.2,96.9,102.02,98.82,97.42,97.81,1144.69,1427.28,1199.95,1387.37,1234.02,3493.08,3108.42,543.15
2025/6/10 0:23,75.04,90.07,101.89,63.35,8936.4,7681.6,7626.03,1204.39,1203.64,1082.85,1101.48,1176.9,1219.26,1209.27,1186.84,1090.53,1160.51,456.16,496.15,553.39,537.2,606.37,562.02,577.4,510.41,530.72,496.94,37.66,22.87,27.42,23.13,32.63,316.25,376.85,344.11,349.15,275,100.09,105.87,98.25,100.97,109.6,1252.87,1384.51,1383.87,1391.17,1467.02,3024.94,3184.07,665.48
2025/6/10 0:23,75.3,70.2,64.62,43.3,9587.5,7579.02,9011.53,1146.42,1160.56,1191.94,1212.25,1109.13,1103.25,1090.81,1036.86,1202.82,1192.68,483.48,552.46,591.07,526.74,507.22,478.02,527.23,518.19,549.22,571.44,26.51,26.05,28.66,20.4,29,360.56,298.05,344.12,275.55,375.74,96.76,109.66,108.59,105.43,101.4,1382.89,1310.92,1283.01,1196.75,1443.73,1377.52,4036.77,1237.94
2025/6/10 0:23,67.79,65.01,44.14,54.27,7694.73,9677.68,8010.83,1089.34,1098.23,1042.46,1127.12,1212.35,1208.03,1156.79,1130.67,1054.73,1177.75,473.49,509.41,602.5,503.28,492.18,495.98,469.44,461.82,533.93,583.8,16.43,29.95,36.12,23.52,37.05,182.89,362.44,215.48,223.48,258.92,101.39,99.11,98.88,100.02,96.37,1433,1582.98,1188.53,1514.01,1247.17,514.87,1792.31,3455.44
2025/6/10 0:23,46.7,51.82,83.51,89.2,8702.65,9167.52,7577.63,1158.84,1179.6,1149.52,1057.28,1145.08,1189.09,1122.41,1215.98,1114.5,1191.07,459.17,553.29,601.47,605.37,587.18,584.29,465.5,514.39,538.94,499.38,31.9,37.14,25.89,30.34,26.17,267.23,338.56,209.88,291.05,278.09,100.36,96.77,99.5,101.9,107.49,1108.08,1343.02,1565.8,1395.86,1304.49,2757.5,2736.34,774.59
2025/6/10 0:23,62.6,100.64,82.16,85.83,7837.26,9005,8438.52,1037.14,1194.95,1107.82,1217.11,1069.27,1176.22,1156.1,1088.14,1117.43,1035.97,488.66,475.77,579.38,499.4,615.86,545.96,591.83,486.23,617.04,518.06,30.15,17.46,24.54,19.37,29.15,295.05,272.63,290.5,204.02,240.16,100.02,95.27,101.56,100.85,99.56,1167.61,1144.49,1410.19,1173.54,1290.89,2685.09,2105.38,3891.81
2025/6/10 0:23,67.71,97.22,73.22,69.53,7905.22,9639.17,7581.1,1162.5,1051.14,1194,1200.75,1104.22,1215.16,1215.5,1107.79,1163.84,1192.3,464.98,499.83,571.84,508.23,476.01,580.84,544.91,578.69,526.95,539.39,15.61,36.35,39.9,34.71,30.95,305.72,194.68,244.51,269.31,334.69,106.6,103.24,96.59,98.3,106.38,1306.93,1455.59,1305.77,1251.52,1183.48,2585.7,1694.04,2746.55
2025/6/10 0:23,43.5,56.19,105.49,75.85,8045.42,9649.48,8566.49,1160.68,1137.12,1073.36,1158.66,1196.4,1078.9,1179.75,1199.33,1123.99,1122.75,523.08,595.74,585.75,476.55,521.08,603.52,615.03,550.99,470.79,596.2,22.78,20.58,18.81,18.22,18.12,274.61,375.94,193.6,313.32,218.65,102.78,108.78,97.82,99.9,108.18,1304.27,1418.58,1580.37,1173.72,1282.52,2251.54,578.33,3807.18
2025/6/10 0:23,94.71,79.87,56.54,84.41,8175.46,8911.46,9257.93,1138.54,1052.02,1085.67,1059.53,1154.77,1128.88,1182.22,1201.54,1103.89,1051.62,454.91,473.77,523.58,490.91,476.65,510.01,505.02,595.33,617.56,562.44,37.34,36.32,20.75,24.99,22.59,192.84,379.76,195.72,238.04,215.34,95.63,99.4,96.93,97.73,101.35,1468.77,1198.26,1136.94,1478.93,1158.07,2006.79,1629.97,1936.45
2025/6/10 0:23,76.94,45.92,60.25,98.49,8284.16,7553.84,9127.53,1041.06,1087.56,1113.33,1074.61,1042.28,1214.09,1043.07,1092.58,1092.72,1219.02,607.54,538.26,452.36,589.54,501.04,498.98,538.48,562.7,547.85,483.89,38.52,24.4,27.92,37.26,27.03,373.48,293.63,244.21,376.87,214.47,95.19,108.08,107.36,100.92,104.89,1148.27,1589.98,1411.51,1599.48,1593.2,4391.54,2828.67,3016.26
2025/6/10 0:23,76.15,53.8,97.97,71.91,8483.54,8284.91,8743.69,1169.03,1103.74,1123.29,1116.53,1125.84,1139.4,1164.15,1212,1082.59,1082.11,523.76,604.23,470.33,571.83,612.79,481.67,469.86,457.66,538.41,473.91,24.2,17.53,19.74,29.56,30.8,364,188.53,261.01,231.43,206.39,109.79,101.19,102.06,96.04,105.7,1135.77,1116.59,1437.83,1101.27,1251.9,2620.46,1439.46,2883.81
2025/6/10 0:23,47.54,49.13,58.73,77.27,9103.59,8797.69,7872.79,1147.78,1121.9,1128.02,1179.94,1111.52,1130.92,1187.15,1072.6,1036.22,1042.8,452.38,591.86,552.78,562.02,600.05,477.52,551.94,484.23,491.82,500.62,35.15,15.98,31.73,34.96,33.25,298.58,349.06,237.58,285.91,241.37,105.59,95.71,100.87,104.74,107.67,1460.32,1181.38,1464.37,1160.22,1453.34,2859.67,1735.3,2562.55
2025/6/10 0:23,101.57,96.13,85.87,84.31,8951.04,8665.02,8164.75,1109.9,1040.31,1190.98,1085.01,1126.78,1072.64,1212.71,1104.32,1113.11,1151.76,499.17,589.35,595.32,546.97,484.9,543.83,507.19,487.02,595.99,539.13,36.89,38.75,34.76,38.48,29.69,216.43,192.38,216.84,207.1,378,100.63,109.13,102.53,101.27,108.87,1151.91,1122.49,1397.46,1403.44,1442.69,1296.79,3928.13,1431.36
2025/6/10 0:23,107.37,69.12,100.59,46.51,9422.07,8522.3,9196.58,1132.59,1201.11,1193.41,1187.54,1188.71,1051.71,1217.05,1043.12,1101.65,1210.12,503.79,479.56,491.26,573.34,506.74,464.57,588.75,578.81,573.76,556.59,22.82,34.37,25.71,21.06,33.23,256.4,197.64,296.5,293.03,252.18,108.53,103.92,106.82,109.68,100.4,1376.07,1297.79,1179.59,1176.58,1249.83,3401.57,3187.53,3189.1
2025/6/10 0:23,60.62,96.99,101.06,59.32,8453.67,9311.09,9596.26,1045.19,1185.86,1053.26,1042.83,1189.17,1079.05,1217.77,1142.94,1032.49,1173.28,487.33,558.11,604.06,510.05,601.04,460.49,485.4,570.9,454.26,465.61,31.02,27.28,18.86,23.69,20.93,206,340.08,276.65,279.16,319.84,96.38,96.09,97.58,97.07,102.42,1325.79,1273.63,1591.44,1366.48,1336.25,3690.49,1199.4,1597.75
2025/6/10 0:23,85.34,87.53,87.89,44.66,9280.15,9578.18,7541.27,1063.41,1054.28,1081.55,1081.09,1066.89,1199.42,1171.59,1042.48,1162.27,1195.45,562.43,608.74,546.02,503.05,610.12,518.49,607.7,470.05,474.74,491.61,35.62,35.34,37.12,27.84,38.11,348.98,224.28,243.31,215.66,312.86,99.15,97.39,106.86,107.3,104.9,1140.59,1383.8,1111.75,1522.22,1487.66,920.5,1412.25,1660.38
2025/6/10 0:23,64.46,74.11,91.12,74.99,9354.13,8103.58,9119.75,1204.84,1093.18,1066.47,1099.33,1217.44,1081.05,1219.14,1093.34,1134.99,1203.43,520.53,477.2,546.01,610.33,525.48,576.79,470.17,588.38,484.32,546.29,36.08,36.21,19.11,20.27,15.91,364.13,218.62,224.34,250.11,323.71,96.27,100.21,105.61,101.61,108.91,1252.66,1212.63,1465.03,1436.98,1437.41,2087.4,2996.61,3318.58
2025/6/10 0:23,101.99,71.62,63.83,44.86,9552.63,7902.55,8850.23,1215.02,1072.44,1041.68,1197.5,1055.72,1158.63,1203.64,1046.65,1079.31,1111.83,590.09,591.27,462.2,506.21,531.96,586.57,584.88,550.07,451.03,527.34,38.09,26.77,34.52,32.11,33.31,260.5,315.57,180.71,288.31,199.29,97.39,105.17,101.89,104.54,95.49,1564.16,1224.72,1436.24,1551.29,1551.9,3090.39,2578.79,2954.63
2025/6/10 0:23,71.61,74.39,75.01,58.73,8000.58,8516.21,8842.36,1068.33,1039.2,1155.26,1063.85,1213.3,1071.69,1192.34,1208.58,1099.81,1036.09,559.52,608.97,557.87,511.39,474.04,476.07,527.57,467.03,542.53,553.97,21.54,38.05,39.16,39.55,26.28,368.62,271.62,353.53,349.08,220.99,108.92,95.41,102.19,102.77,102.61,1317.43,1176.83,1380.78,1346.04,1297,610.93,513.96,1390.14
2025/6/10 0:23,108.36,87.46,79.06,49.78,8423.08,8347.17,7903.51,1072.5,1156.89,1125.03,1147.02,1112.16,1069.99,1100.67,1116.47,1067.5,1037.55,556.41,617.74,590.91,551.17,614.87,477.19,501.78,460.86,615.96,494.91,22.28,35.36,29.79,25.21,15.88,183.28,203.13,184.56,191.04,334.88,98.56,95.55,109.98,107.92,103.1,1168.96,1408.1,1177.03,1130.62,1521.04,1014.54,931.4,3917.85
2025/6/10 0:23,92.91,62.89,53.85,76.96,8052.34,9669.07,8322.92,1113.44,1207.81,1145.58,1064.56,1058.55,1117.36,1148.67,1120.75,1148.78,1204.8,497.45,519.2,576.66,601.14,512.89,477.2,549.74,576.16,588.54,578.78,37.45,15.72,17.88,15.13,35.15,253.74,236.92,313.18,285.56,378.71,104.22,99.74,103.01,102.7,101.87,1111.03,1362.07,1126.46,1439.62,1241.92,2461.52,2519.19,3710.85
2025/6/10 0:23,91.12,99.78,70,84.38,9475.8,8946.37,8373.55,1174.87,1048.63,1211.83,1150.52,1163.12,1104.57,1097.44,1066.37,1103.78,1192.59,546.21,480.5,463,599.1,509.69,544.37,487.39,458.61,456.78,486.63,16.98,25.89,17.31,15.1,26.25,227.48,205.86,305.02,267.05,217.14,109.98,108.94,100.42,96.67,109.43,1395.98,1401.77,1273.79,1163.62,1338.51,3452.4,4254.24,2191.96
2025/6/10 0:23,40.51,79.01,41.7,70.71,8894.94,9107.56,9215.84,1099.92,1080.59,1080.09,1141.14,1047.78,1064.79,1098.28,1055.96,1110.33,1186.61,459.26,534.01,526.56,511.7,500.24,467.09,467.93,618.49,567.63,490.07,19.08,23.8,29.1,36.09,25.61,201.2,205.8,279.05,230.53,191.54,101.37,97.83,105.67,95.52,102.04,1199.41,1590.63,1479.23,1103.63,1239.65,2190.32,632.88,2676.81
2025/6/10 0:23,70.08,88.09,106.8,76.51,9785.73,9590.83,9313.28,1118.15,1048.2,1137.68,1146.12,1045.53,1189.5,1071.97,1137.63,1141.18,1106.72,585.09,464.84,484.74,558.64,481.78,453.99,535.02,606.95,565.67,517.77,35.92,32.48,39.19,16.81,17.46,309.94,267.49,186.1,359.56,262.03,109.3,102.22,103.73,102.15,100,1223.74,1141.51,1501.69,1133.11,1402.3,3688.91,4488.38,1845.09
2025/6/10 0:23,85.1,104.63,47.2,84.98,7840.88,9189.36,9317.08,1132.15,1039.9,1092.6,1061.39,1087.95,1040.06,1219.79,1119.93,1107.38,1193.94,598.97,588.73,575.63,543.56,611.27,520.76,479.73,468.68,531.19,474.23,37.69,29.65,26.17,17.82,24.34,332.9,332.41,208.58,326.61,339.99,98.27,109.08,109.39,99.24,103.83,1335.36,1196.04,1232.72,1475.06,1210.36,4411.03,2483.1,804.69
2025/6/10 0:23,46.92,40.04,57.32,57.26,8809.25,9200.42,8925.33,1036.47,1076.25,1124.54,1146.31,1151.04,1216.47,1057.17,1162.04,1062.61,1124.31,589.53,527.78,553.73,493.46,604.48,523.1,565.76,596.74,576.42,594.09,23.91,37.84,16.26,16.19,15.26,188.58,224.02,301.14,258.83,313.25,108.65,107.35,109.87,98.16,97.79,1446.93,1146.79,1591.86,1478.03,1401.27,1178.24,4104.85,524.34
2025/6/10 0:23,65.46,46.93,103.83,59.85,9429.68,9360.66,8269.79,1209.04,1135.34,1137.4,1087.32,1111.09,1122.73,1125.05,1110.29,1139.65,1042.29,567.09,531.42,559.69,588.01,511.02,528.43,618.39,579.42,486.52,496.21,25.72,31.61,28.94,24.93,31.99,278.95,358.8,359.03,218.73,185.07,98.29,97.33,96.84,107.49,102.91,1409.97,1133.05,1494.88,1467.99,1248.46,1632.52,3568.21,3634.99
2025/6/10 0:23,55.49,49.76,70.9,58.88,8228.93,8713.65,7603.32,1049.96,1174.92,1190.39,1090.38,1145.75,1046.15,1148.42,1049.11,1154.45,1038.38,512.06,612.1,465.24,539.11,476.76,485.46,466.63,508.58,611.21,572.35,33.95,35.87,18.65,23.71,16.17,332.55,369.77,244.35,231.26,362.27,99.69,107.47,108.32,102.49,97.44,1460.69,1494.8,1564.85,1325.95,1184.27,1624.31,3681.36,1753.42
2025/6/10 0:23,63.74,107.54,57.8,43.95,9503.46,7611.82,9598.33,1102.38,1052.53,1054.7,1151.39,1056.87,1075.14,1180.52,1162.89,1151.06,1088.05,485.2,542.26,522.26,566.98,523.06,516.24,496.01,555.44,542.72,561.14,38.56,30.65,23.04,39.9,38.86,272.1,215.64,349.16,237.97,286.37,106.22,107.58,107.23,109.26,108.83,1306.04,1288.36,1104.56,1163.99,1341.4,2839.49,1931.63,1409.39
2025/6/10 0:23,76.8,50.19,105.96,101.83,9766.06,9339.46,9335.61,1108.28,1210.25,1149.13,1072.73,1044.86,1196.84,1039.64,1081.23,1161.07,1125.06,534.14,608.13,539.52,471.24,606.11,531.06,580.37,614.87,514.08,479.12,28.24,24.89,37.7,31.67,20.81,316.94,274.73,362.35,354.6,251,103.66,97.66,100.86,105.2,102.14,1333.1,1583.51,1252.44,1124.02,1193.12,3403.32,4396.11,1935.93
2025/6/10 0:23,100.43,90.39,53.18,93.56,7793.76,8598.21,8248.35,1061.36,1115.29,1068.39,1174.79,1067.06,1206.82,1146.76,1050.17,1110.68,1041.81,585.07,468.2,471.37,553.13,578.33,576.62,454.69,464.79,486.74,604.39,32.14,34.3,15.67,39.27,38.67,316.59,217.39,342.9,365.43,342.25,95.46,105.45,96.94,96.62,100.29,1544.67,1382.82,1222.11,1449.36,1511.38,1824.28,2115.59,1467.97
2025/6/10 0:23,44.4,80.53,40.46,98.18,8442.24,8953.3,9191.85,1053.67,1152.44,1148.97,1105.94,1079.78,1182.75,1210.9,1051.26,1189.68,1209.12,619.22,514.28,512.05,560.22,592.96,539.56,549.73,599.12,476.46,478.08,32.04,34.97,28.05,24.92,21.08,284.39,247.57,355.37,369.78,306.63,99.6,97.68,97.5,96.82,95.88,1364.31,1191.08,1598.88,1495.07,1564.67,3466.33,3715.24,781.08
2025/6/10 0:23,98.31,55.39,61.17,81.71,9289.81,8595.61,9780.02,1182.62,1173.01,1156.52,1074.78,1196.76,1058.04,1096.99,1105.67,1097.49,1031.91,457.9,481.86,600.31,494.58,559.8,589.43,497.63,461.54,549.35,613.09,30.95,32.33,33.57,21,28.37,300.98,378.01,366.39,274.47,310.54,109.99,96.08,102.93,105.26,101.82,1417.09,1492.64,1113.36,1441.05,1529.51,1133.1,4432.65,1536.66
