Datetime,P0001,P0002,P0003,P0004,P0005,P0006,P0007,P0008,P0009,P0010,P0011,P0012,P0013,P0014,P0015,P0016,P0017,P0018,P0019,P0020,P0021,P0022,P0023,P0024,P0025,P0026,P0027,P0028,P0029,P0030,P0031,P0032,P0033,P0034,P0035,P0036,P0037,P0038,P0039,P0040,P0041,P0042,P0043,P0044,P0045,P0046,P0047,P0048,P0049,P0050,P0051,P0052,P0053,P0054,P0055,P0056,P0057,P0058,P0059,P0060,P0061,P0062,P0063,P0064,P0065,P0066,P0067,P0068,P0069,P0070,P0071,P0072,P0073,P0074,P0075,P0076,P0077,P0078,P0079,P0080,P0081,P0082,P0083,P0084,P0085,P0086,P0087,P0088,P0089,P0090,P0091,P0092,P0093,P0094,P0095,P0096,P0097,P0098,P0099,P0100
2025-06-10 00:31:02,88.81,43.23,99.54,101.63,9349.12,9056.1,9407.28,1200.18,1202.25,1095.08,1097.27,1209.45,1156.49,1082.52,1050.52,1109.71,1152.04,608.96,454.27,450.57,515.99,486.71,497.65,525.91,597.13,452.18,616.5,25.81,22.08,27.5,31.95,27.12,186.2,328.16,369.66,290.26,223.52,108.05,103.49,100.76,100.21,104.8,1530.79,1598.32,1279.87,1559.7,1113.61,1793.23,2671.25,4215.51,3895.0,611.27,492.8,429.79,532.35,437.05,549.4,525.92,555.36,505.61,3882.37,2793.02,2097.17,4515.09,1820.63,68.76,49.54,65.33,66.29,56.88,288.92,284.21,240.17,223.26,228.83,1.18,2.34,3.99,0.95,4.09,4.96,4.7,0.4,3.55,3.44,18.87,34.44,77.75,13.15,91.49,77.14,32.5,43.77,53.9,58.54,13.41,27.26,26.58,27.07,16.72
2025-06-10 00:31:03,45.35,102.45,82.5,43.92,8107.0,8445.7,9213.74,1148.94,1151.68,1091.67,1212.89,1124.97,1102.39,1116.96,1108.85,1213.55,1105.82,593.76,613.14,488.61,602.51,559.2,485.51,554.11,521.03,606.06,581.79,37.47,39.47,20.2,15.6,20.54,299.88,240.01,279.68,200.82,261.87,99.93,101.28,108.23,106.68,96.66,1414.56,1367.34,1476.04,1476.35,1154.63,3043.48,3105.69,2569.19,3399.61,1989.45,528.8,470.23,522.86,510.19,414.32,447.62,455.78,413.24,3833.41,3004.32,3847.73,2522.34,3821.95,54.86,74.26,73.96,61.72,74.67,206.28,281.44,299.96,267.6,285.72,2.96,4.01,0.93,4.39,4.03,1.89,3.69,2.12,1.29,4.16,78.85,17.31,78.2,81.99,34.23,77.67,83.34,13.73,81.94,16.62,26.79,18.06,24.23,20.7,20.88
2025-06-10 00:31:04,42.49,66.77,66.76,60.72,8956.32,8650.84,7671.86,1063.24,1118.45,1100.71,1052.14,1072.07,1037.52,1045.0,1073.24,1172.11,1197.62,548.06,540.73,526.32,512.57,450.97,590.01,604.61,612.97,474.19,507.3,26.18,29.24,23.63,23.74,20.14,240.52,236.8,322.22,329.83,307.89,107.71,108.46,104.09,106.17,97.29,1387.78,1284.27,1300.23,1251.96,1513.18,2984.41,3229.28,907.96,1240.61,2451.08,401.64,428.96,497.71,406.26,561.47,426.12,541.81,543.92,5372.38,4923.09,2128.35,3883.84,1716.56,77.69,45.54,56.47,68.77,53.32,255.56,292.32,267.2,205.05,241.75,0.15,1.76,2.09,1.58,4.25,3.26,2.29,3.14,3.72,2.44,30.02,43.11,48.09,73.78,46.13,40.79,31.63,44.42,24.45,46.0,26.72,26.92,15.69,27.42,26.78
2025-06-10 00:31:05,83.34,106.29,109.8,51.14,7757.53,9246.62,8099.44,1178.17,1089.04,1190.42,1101.91,1059.49,1030.44,1070.7,1120.42,1072.32,1217.84,611.64,553.51,563.66,496.23,542.3,494.28,602.62,589.94,513.94,468.51,34.06,25.11,22.28,28.67,29.22,250.56,317.67,344.92,208.24,261.74,102.73,97.37,100.29,104.26,109.13,1183.36,1492.53,1358.46,1356.4,1597.4,3694.16,627.06,3349.82,4157.94,1359.06,466.9,568.7,500.99,499.29,395.52,520.45,558.95,444.14,2406.87,2116.37,3641.5,3324.84,1712.28,50.25,46.78,51.85,48.91,73.04,287.46,203.85,208.71,264.03,249.4,2.16,0.81,1.44,2.84,3.37,0.49,3.2,4.05,2.57,0.4,53.46,69.3,66.27,65.0,27.67,47.53,21.04,53.48,37.49,67.81,14.71,6.94,7.04,26.04,29.83
2025-06-10 00:31:06,55.78,45.05,96.24,69.18,9157.42,7938.87,9161.08,1186.32,1191.11,1032.2,1109.09,1073.07,1102.24,1219.42,1198.97,1081.74,1055.2,619.48,610.81,506.37,524.74,480.35,525.4,477.63,541.49,616.06,501.61,22.69,29.37,35.46,27.57,30.69,290.21,236.03,227.57,269.55,296.94,101.34,101.72,103.41,97.99,107.49,1362.53,1370.85,1288.9,1379.03,1422.21,886.03,583.99,1535.04,1386.45,2227.44,497.69,569.33,429.08,445.05,480.22,537.79,461.07,485.91,3108.86,2425.49,1685.06,4411.35,2884.13,59.8,77.08,63.69,49.03,49.61,210.32,291.38,232.03,217.71,240.93,0.14,3.73,4.83,4.88,0.66,2.38,1.19,3.5,1.59,1.44,96.87,18.54,61.5,78.31,98.76,25.39,76.33,26.5,22.56,82.06,19.05,26.04,29.0,14.41,27.89
2025-06-10 00:31:07,41.35,95.26,50.08,97.07,7539.91,9297.2,7510.3,1149.74,1164.51,1207.13,1214.66,1159.39,1114.83,1062.52,1175.78,1100.59,1087.51,554.73,484.71,618.69,550.38,612.51,576.46,534.19,566.14,499.9,550.9,15.94,23.06,29.02,38.71,27.21,302.04,339.9,194.37,298.62,375.96,104.58,95.76,105.29,95.43,95.92,1393.58,1398.87,1423.97,1338.79,1495.0,2087.64,943.25,4342.57,1225.74,637.23,523.42,555.31,471.69,519.23,480.77,463.6,483.37,410.35,4463.29,4475.72,1816.51,3387.94,3451.7,61.91,57.24,53.29,52.34,71.9,202.37,275.24,228.41,213.95,228.25,0.83,2.58,3.18,0.54,4.03,2.99,0.3,1.43,0.25,3.06,50.3,34.87,76.69,16.15,75.0,48.31,99.83,98.19,79.92,64.06,22.64,15.49,9.07,26.8,6.88
2025-06-10 00:31:08,90.49,91.83,98.86,78.73,7609.07,9604.15,9066.68,1136.82,1059.83,1085.92,1102.71,1195.56,1148.86,1119.39,1135.06,1177.46,1132.02,470.26,564.47,549.5,509.95,496.95,501.78,518.27,454.35,450.36,564.84,23.92,30.34,20.32,21.6,24.32,369.13,185.92,339.73,283.6,229.9,108.13,95.27,107.92,109.3,100.26,1209.03,1598.68,1474.76,1507.98,1117.83,3834.33,1299.24,3354.64,2017.41,1207.96,556.7,388.75,501.92,409.05,494.07,554.07,416.62,431.84,3942.15,5379.77,2784.03,5170.19,3189.25,62.98,48.23,75.55,62.19,60.99,275.04,241.91,250.52,298.89,272.26,3.88,4.93,1.78,4.32,0.34,1.66,4.36,4.1,4.46,2.0,23.87,65.41,20.26,85.62,99.04,83.76,37.81,88.34,97.45,92.07,14.5,25.73,8.82,24.86,9.26
2025-06-10 00:31:09,52.95,96.69,56.97,59.24,7756.16,8557.41,9773.19,1140.63,1060.17,1123.0,1045.97,1216.79,1197.38,1086.2,1033.14,1142.03,1089.19,514.9,574.44,619.02,567.27,460.77,500.22,492.67,589.4,464.26,527.17,15.65,22.7,31.87,39.29,15.55,184.06,195.12,191.21,217.91,198.46,95.23,105.13,109.61,105.88,109.9,1165.12,1565.94,1593.23,1278.76,1281.73,4176.21,3119.37,3623.76,2714.08,729.6,517.92,506.27,540.66,399.47,565.13,443.04,473.96,450.42,1978.9,2494.71,3493.71,5212.28,1648.46,74.27,55.78,70.05,50.53,74.93,238.65,223.33,224.19,202.17,215.98,2.31,2.83,1.15,1.45,3.24,2.13,0.1,0.5,3.68,1.69,98.35,80.59,71.57,66.53,55.19,38.93,24.54,29.44,77.42,19.37,5.63,19.2,17.39,16.59,12.52
2025-06-10 00:31:10,95.77,78.01,102.71,107.55,8623.09,8398.89,9557.65,1030.63,1133.31,1113.45,1048.54,1105.17,1135.96,1109.54,1123.3,1100.97,1147.03,591.8,585.89,518.1,507.46,533.65,483.7,454.41,596.7,530.44,557.47,27.93,38.52,33.14,19.42,15.77,329.49,375.63,235.77,276.37,292.82,101.43,105.28,98.16,98.77,102.05,1249.52,1527.14,1465.55,1174.77,1174.23,3974.49,2745.15,3097.75,1572.5,3897.89,523.24,487.77,477.41,555.3,553.31,441.05,453.41,507.18,3125.35,4368.56,3844.84,4667.86,1672.64,54.94,51.22,51.3,62.12,62.02,227.6,268.21,215.77,252.3,214.68,0.74,4.25,2.01,0.73,1.11,1.36,1.23,3.96,0.33,3.31,37.85,28.5,53.7,85.24,60.49,91.84,11.3,58.84,22.69,87.6,11.14,29.5,17.4,26.34,11.66
2025-06-10 00:31:11,91.61,69.08,88.12,56.78,9023.1,7594.6,8828.7,1102.06,1126.63,1101.9,1124.76,1188.22,1171.35,1206.88,1053.43,1205.33,1069.47,463.86,523.52,502.32,541.16,478.15,556.9,453.76,471.37,481.56,450.88,25.98,35.45,15.37,31.96,29.55,376.23,345.33,242.62,323.41,307.55,109.6,97.91,105.87,96.16,99.57,1248.09,1527.5,1176.54,1227.92,1573.67,3111.15,2210.01,2536.79,3289.64,2721.39,458.81,520.32,485.42,431.39,389.69,468.33,468.2,430.4,2888.82,5457.76,1839.99,3220.4,4331.42,75.62,71.6,69.06,46.63,57.02,251.36,277.61,239.99,271.24,265.49,0.42,1.27,2.32,2.12,3.32,1.52,3.75,1.08,3.28,2.85,20.35,45.0,54.34,35.74,71.87,59.32,40.72,97.3,34.45,39.12,29.17,10.66,16.51,11.96,19.55
2025-06-10 00:31:12,42.33,59.84,73.51,81.35,7877.35,8420.92,8376.22,1059.77,1213.94,1213.7,1069.4,1090.76,1200.63,1099.0,1170.97,1042.86,1118.71,586.33,617.63,552.15,493.06,515.82,502.67,601.34,496.47,553.96,603.21,15.49,25.74,26.33,36.36,35.07,196.11,345.31,272.4,279.9,208.74,101.46,99.73,108.62,107.64,108.76,1312.5,1393.56,1333.62,1485.11,1536.13,1865.9,3636.83,2359.68,861.95,1246.6,448.77,567.88,561.72,404.57,564.39,498.59,492.59,554.66,4692.52,2337.6,1859.49,1841.75,2866.02,78.37,51.85,77.03,61.7,75.26,264.67,249.58,225.31,269.36,275.14,1.85,4.79,2.96,3.11,1.96,2.8,4.37,2.85,3.93,4.55,19.13,93.47,73.4,81.49,54.8,57.34,80.73,40.17,66.84,20.28,5.95,26.81,12.2,20.58,8.99
2025-06-10 00:31:13,109.05,97.57,42.15,55.79,7558.96,8523.75,7893.52,1135.17,1148.42,1086.3,1167.68,1091.12,1032.02,1057.01,1077.82,1201.53,1202.88,527.66,594.61,553.77,595.33,564.4,609.42,476.1,565.85,538.99,514.5,26.05,34.71,30.14,31.33,31.34,220.67,245.92,365.25,277.25,299.12,109.2,98.38,104.91,98.35,101.87,1462.11,1310.59,1572.91,1172.42,1356.44,626.66,4219.63,767.36,1935.38,4334.73,563.47,472.19,454.76,484.9,405.4,461.37,391.55,484.08,3763.17,3824.74,4218.36,5309.23,3344.76,54.63,65.59,72.16,47.06,59.66,295.75,245.35,266.1,222.71,209.98,0.81,0.68,2.94,2.57,1.79,1.78,3.5,2.83,4.63,0.1,59.01,38.28,78.96,60.47,25.01,61.4,53.71,59.83,14.1,44.76,27.38,20.64,14.54,14.77,12.06
2025-06-10 00:31:14,79.1,50.27,97.27,65.82,8489.62,7776.3,9028.07,1083.53,1064.39,1214.87,1075.52,1149.35,1170.78,1041.17,1198.5,1140.56,1140.07,544.41,473.67,523.36,542.08,494.23,519.49,479.88,526.3,591.51,539.26,33.95,28.2,26.14,15.88,32.5,323.69,295.78,266.79,283.92,197.64,98.98,99.39,102.58,96.2,104.24,1565.94,1576.87,1296.67,1106.55,1226.2,2432.03,2331.24,3821.54,3334.66,705.36,505.68,383.3,518.43,500.51,516.92,407.38,473.46,458.8,2878.77,3694.79,5154.76,2803.82,2154.78,45.48,58.79,54.77,46.56,45.82,265.35,280.84,273.89,249.06,251.54,2.77,1.2,0.2,2.16,3.43,2.96,3.46,4.26,0.86,1.36,51.22,27.17,53.65,34.12,53.84,94.89,54.66,13.81,19.19,41.94,23.17,6.59,29.7,22.2,28.04
2025-06-10 00:31:15,41.87,57.6,75.8,77.34,7773.64,9518.44,7870.01,1195.4,1151.03,1199.33,1192.61,1111.49,1134.31,1122.07,1164.12,1135.48,1118.3,454.39,498.64,615.72,556.11,588.68,594.97,460.38,594.72,549.52,521.22,35.82,16.23,39.38,33.2,30.14,353.88,269.35,320.7,206.68,258.54,96.03,108.64,97.67,104.89,99.76,1417.9,1336.78,1339.3,1445.18,1255.77,4239.86,3782.49,3793.42,882.41,1745.63,408.66,522.5,400.19,425.78,513.64,423.7,455.22,532.78,2507.63,2733.39,1666.51,4309.73,3378.42,65.35,70.47,47.64,74.25,67.33,296.33,229.99,229.27,274.41,205.16,3.26,3.35,2.5,2.53,3.1,4.88,0.74,0.54,1.81,2.14,23.46,91.03,89.79,56.99,27.64,35.46,92.92,23.28,84.75,81.39,18.86,19.76,18.97,22.12,20.41
2025-06-10 00:31:16,84.24,88.74,88.0,90.62,8788.44,8992.66,7577.27,1184.36,1155.11,1094.62,1111.85,1081.05,1105.6,1089.61,1075.93,1187.33,1188.08,602.65,565.21,472.11,605.04,578.55,473.88,546.09,615.29,586.33,551.78,36.2,37.49,19.33,20.68,30.0,205.23,372.2,248.72,225.37,206.23,103.44,108.46,101.94,109.1,95.71,1586.07,1327.6,1563.13,1242.43,1510.52,2579.3,4456.7,4376.12,3034.33,1978.85,409.36,391.08,527.22,463.94,516.97,411.3,552.2,397.64,4997.62,5345.56,2933.94,4910.27,2054.85,65.39,45.91,79.49,69.67,78.62,283.45,258.19,248.63,274.22,246.98,0.42,1.06,2.42,0.76,3.96,0.86,2.57,1.38,1.56,0.57,22.07,10.66,95.97,22.45,19.58,59.11,53.15,33.25,48.77,81.32,24.36,7.12,14.2,21.3,9.68
2025-06-10 00:31:17,82.36,45.85,61.61,97.7,8678.47,7790.19,8120.72,1117.72,1175.75,1184.51,1216.88,1154.75,1075.48,1078.82,1204.83,1169.75,1200.04,559.57,514.2,478.66,598.0,535.19,524.69,553.48,584.28,608.02,611.72,24.66,37.61,17.42,29.1,18.65,334.86,279.9,226.85,272.1,208.11,100.76,99.85,106.62,108.33,104.47,1124.34,1516.5,1592.39,1266.48,1202.28,3188.88,944.83,3693.8,2607.47,2998.77,533.94,456.38,562.2,416.4,433.12,434.73,393.65,485.61,2929.0,3022.36,4831.15,3353.8,5114.51,68.93,53.6,76.71,62.33,72.1,282.7,233.07,274.29,217.56,280.88,1.69,2.74,4.16,2.27,2.12,4.8,2.36,1.45,0.55,4.81,32.75,41.52,92.64,86.43,36.5,40.64,86.5,67.47,49.46,20.12,25.89,7.79,6.68,16.08,12.02
2025-06-10 00:31:18,104.23,71.54,95.75,92.89,8176.55,8196.79,7515.64,1215.34,1113.26,1082.48,1127.27,1131.82,1091.86,1126.29,1210.8,1073.91,1049.35,479.64,534.6,522.49,485.92,569.86,509.45,528.81,599.63,525.45,478.62,32.21,24.15,35.26,39.68,36.36,261.39,333.8,379.6,324.26,315.93,100.8,105.96,106.24,104.62,103.36,1292.86,1155.94,1283.82,1302.69,1493.62,3307.4,1381.53,3247.49,1825.21,3789.85,452.86,542.01,521.44,443.69,419.0,540.66,542.88,459.16,4559.87,4870.34,3162.77,2847.61,4988.04,54.34,47.63,77.17,55.44,72.88,237.14,203.83,282.2,224.41,251.19,1.26,3.45,4.28,1.37,4.75,4.65,3.64,4.92,2.38,2.57,39.82,70.99,61.02,82.19,21.06,18.74,33.29,13.93,67.21,64.35,8.57,8.25,23.85,25.22,27.44
2025-06-10 00:31:19,102.34,45.11,64.94,67.6,7792.2,8974.81,7671.4,1055.56,1059.61,1218.55,1092.07,1033.32,1067.39,1071.98,1058.69,1193.83,1086.44,463.32,465.47,501.7,505.68,474.35,558.3,600.59,584.25,470.1,606.02,23.21,35.75,30.39,24.53,20.67,362.69,213.65,209.47,296.35,244.42,100.49,98.46,95.43,95.33,104.46,1124.74,1429.94,1343.87,1146.28,1438.08,1523.43,2865.98,1933.5,4205.82,665.24,546.73,389.49,506.19,410.13,510.95,458.05,543.39,413.71,3898.98,2073.34,2522.52,5039.71,2235.06,66.3,63.86,55.61,45.81,47.62,285.8,239.48,293.47,251.39,241.85,3.33,4.2,4.79,4.43,0.97,1.71,2.14,2.53,2.07,1.46,42.48,29.08,78.59,82.41,36.55,19.69,31.85,32.9,72.85,40.89,22.04,13.02,26.6,28.45,12.1
2025-06-10 00:31:20,84.98,61.29,88.64,76.5,9715.52,9085.88,9386.8,1129.51,1208.28,1088.41,1108.81,1150.7,1095.85,1169.82,1072.04,1067.93,1162.57,451.46,491.01,480.1,552.74,522.46,562.22,515.27,493.38,579.96,541.11,24.12,39.8,24.45,28.67,20.19,309.43,204.18,206.85,361.37,213.73,108.73,108.07,105.67,95.9,100.55,1429.96,1108.12,1282.48,1136.71,1489.68,713.92,3251.33,2469.21,952.66,1194.08,445.4,489.23,473.04,522.42,451.22,514.29,435.81,565.02,5294.9,4830.66,4420.01,3106.4,5173.03,49.05,58.15,55.09,57.01,55.75,215.8,230.48,216.05,244.05,296.07,1.86,3.08,2.52,2.57,4.41,2.29,1.64,4.84,0.12,2.52,67.04,62.98,66.43,77.33,21.44,93.41,69.88,81.11,23.11,95.79,12.62,29.54,8.58,23.77,20.04
2025-06-10 00:31:21,91.16,46.6,95.34,89.48,7932.05,8894.49,9204.42,1162.38,1078.82,1035.36,1153.51,1056.65,1197.38,1031.9,1042.51,1074.25,1184.51,533.9,587.52,561.37,609.81,516.98,465.62,493.24,616.58,531.21,618.84,37.13,26.45,34.21,17.35,35.12,213.7,376.6,181.27,313.26,378.51,106.09,96.42,102.69,104.95,96.02,1579.95,1119.86,1125.79,1378.23,1456.78,2883.32,2506.0,3111.77,1524.27,860.63,471.09,399.13,500.97,473.43,503.0,558.92,504.81,492.84,5208.57,4267.74,1894.91,4565.02,2153.1,57.98,66.78,49.86,48.2,73.07,257.74,225.41,226.55,273.67,279.65,3.69,3.61,4.07,1.71,3.12,1.93,4.62,2.65,0.18,4.03,22.3,64.92,92.39,22.69,77.82,43.97,38.65,72.19,91.99,52.49,8.23,11.14,5.12,11.07,21.52
2025-06-10 00:31:22,83.17,91.57,77.18,97.17,9523.12,9199.63,9539.75,1201.19,1152.23,1132.54,1158.11,1164.55,1112.34,1090.41,1195.48,1088.76,1206.27,598.05,514.41,613.31,486.71,578.37,458.95,574.04,472.94,588.96,601.83,19.69,20.18,24.69,39.64,37.19,210.2,333.68,340.16,248.66,257.39,104.61,104.23,104.87,100.25,101.78,1514.12,1239.23,1383.64,1225.51,1352.05,2331.31,2718.56,1673.11,1745.71,1065.35,551.3,527.1,562.8,410.24,553.96,483.61,489.65,488.22,4834.47,3427.05,3680.68,4142.38,2490.58,61.13,58.95,68.46,62.12,79.09,202.17,236.21,226.07,201.07,249.35,4.02,3.75,1.24,2.39,2.63,1.08,3.49,1.18,3.16,2.29,31.03,59.11,96.32,78.43,79.33,12.49,88.0,43.35,25.22,54.59,10.97,19.33,15.24,24.07,20.77
2025-06-10 00:31:23,93.69,105.59,74.1,51.18,8071.34,8843.96,9265.12,1154.53,1065.61,1125.48,1051.46,1134.86,1146.46,1166.35,1081.65,1218.9,1064.54,507.07,578.84,576.77,468.91,568.61,483.32,468.3,603.23,596.25,545.54,22.49,22.73,34.25,20.98,28.99,203.91,256.35,251.35,201.7,304.54,99.91,103.7,108.02,107.48,97.75,1173.7,1146.42,1478.01,1174.68,1313.97,3929.1,789.22,1071.47,3726.02,2354.57,537.86,498.51,411.97,521.26,502.09,557.53,539.31,565.35,2911.79,3587.57,5167.4,1997.03,3898.4,62.94,60.11,56.63,74.97,54.41,282.43,211.12,265.33,251.82,216.33,4.51,3.6,4.33,4.66,4.24,2.2,3.73,2.22,3.09,1.69,42.62,40.87,23.53,38.21,97.11,56.04,44.64,33.49,55.74,58.72,26.92,25.09,6.54,27.63,7.38
2025-06-10 00:31:24,77.28,99.64,85.77,46.56,7606.54,8644.47,9550.63,1070.33,1156.8,1145.29,1069.29,1159.73,1125.27,1124.24,1107.7,1056.47,1178.44,590.9,576.79,614.53,475.5,479.83,510.22,514.62,500.38,497.19,560.49,20.86,24.67,28.54,20.92,29.36,241.07,375.59,316.81,273.66,349.54,102.75,99.96,109.44,109.69,108.73,1360.37,1282.13,1269.42,1408.37,1315.1,3162.53,2112.82,2715.2,2691.06,708.83,411.99,475.73,510.6,497.34,516.01,471.07,416.23,519.17,2099.62,2939.08,3903.21,4423.87,4129.87,67.78,51.61,54.49,72.85,63.3,241.12,285.67,288.33,278.94,292.82,0.65,3.62,4.92,4.33,2.77,1.69,1.21,3.04,3.04,0.9,89.91,18.71,57.16,26.29,65.54,20.86,75.98,57.06,13.16,40.33,9.4,13.94,8.05,25.19,5.04
2025-06-10 00:31:25,49.02,47.0,68.43,84.37,7510.05,7794.98,7843.9,1031.25,1125.7,1123.14,1123.95,1145.87,1127.43,1178.93,1174.17,1147.41,1158.95,599.73,467.99,486.35,618.38,584.27,467.08,607.08,515.32,554.51,528.95,27.06,28.13,19.42,33.93,36.01,220.26,337.16,273.68,230.75,332.51,100.18,106.58,103.64,105.87,104.9,1138.25,1154.46,1300.97,1538.91,1540.23,4053.4,2593.0,1074.17,713.54,2985.73,569.44,467.53,468.57,456.99,494.85,457.97,438.57,456.66,3260.75,2837.19,4261.63,2532.93,4078.52,54.29,63.83,60.48,47.41,69.43,296.78,255.91,291.12,228.31,263.68,2.06,4.8,3.55,4.5,1.32,0.11,3.55,1.94,1.16,3.25,33.03,83.1,28.31,70.83,30.74,29.42,99.07,74.54,51.12,50.64,7.41,20.27,15.96,14.65,10.09
2025-06-10 00:31:26,75.88,93.23,105.53,93.79,7774.89,9778.83,8955.01,1198.75,1100.62,1074.77,1066.97,1092.57,1120.56,1208.8,1184.34,1041.69,1162.18,538.9,500.07,619.49,499.0,490.77,565.25,595.44,511.67,452.65,503.44,15.35,15.81,26.9,21.17,26.99,204.12,262.02,292.4,250.69,272.57,98.34,107.88,104.09,103.77,105.79,1290.42,1281.16,1242.6,1191.99,1100.63,604.41,1141.16,3949.85,2111.5,1396.6,428.02,466.38,456.07,542.66,382.86,510.07,461.06,406.01,3823.91,2884.18,4951.2,3150.81,4482.57,49.6,50.96,49.14,55.67,76.04,216.24,299.0,287.25,277.87,289.08,4.81,0.55,3.51,4.54,1.17,2.36,0.37,0.28,0.67,3.96,85.3,69.4,45.32,56.42,86.1,31.5,80.9,75.45,25.57,94.69,9.22,29.55,24.24,6.08,17.97
2025-06-10 00:31:27,47.05,52.68,91.27,99.72,8896.32,9648.84,9740.49,1070.67,1103.09,1171.61,1077.73,1120.68,1218.35,1088.96,1055.59,1128.53,1061.92,478.72,482.85,572.42,502.38,598.74,600.02,513.46,463.8,560.55,499.23,32.74,20.52,16.34,24.6,33.79,333.7,352.39,338.76,195.45,329.69,100.25,104.3,104.61,95.05,97.69,1335.71,1575.54,1248.41,1291.65,1234.41,3823.06,3870.84,4375.91,1514.5,743.25,490.29,535.26,475.04,493.76,461.95,503.4,405.61,457.88,1906.06,5014.28,3687.8,1869.47,4502.39,56.34,72.78,46.54,57.45,48.27,257.36,255.46,212.51,269.58,271.24,2.75,3.46,0.74,1.79,2.84,4.32,4.71,3.43,2.91,1.59,61.89,44.32,76.48,21.99,96.12,97.76,34.76,38.59,43.29,67.03,13.07,27.13,18.17,29.78,18.35
2025-06-10 00:31:28,53.14,73.31,101.41,56.45,9067.28,9222.7,7635.68,1055.61,1059.98,1121.31,1103.01,1073.85,1162.23,1060.97,1131.6,1189.8,1062.02,513.13,519.41,555.63,518.62,467.49,489.9,581.82,545.8,453.4,570.9,23.21,31.67,35.02,16.1,22.52,312.93,193.81,232.55,291.78,245.15,101.56,97.48,101.52,106.1,97.17,1302.4,1341.59,1599.39,1191.6,1566.08,3419.44,1063.6,2405.45,1611.45,3961.29,380.2,410.4,499.78,450.03,521.73,507.85,478.2,557.57,2616.7,5493.64,1740.93,3549.84,4926.61,56.79,73.42,53.25,52.97,49.39,283.41,218.56,294.0,281.07,263.75,2.43,2.89,3.49,1.74,0.78,3.03,3.89,3.77,3.7,2.2,95.26,29.7,85.97,23.45,66.23,52.06,34.0,70.88,72.11,61.41,25.89,24.75,11.08,23.68,15.16
2025-06-10 00:31:29,92.79,106.27,82.01,49.13,7653.06,8231.31,7585.5,1181.26,1057.7,1134.04,1105.81,1074.71,1213.8,1150.16,1099.43,1113.1,1176.18,459.69,541.05,607.16,528.7,460.09,605.43,472.66,481.31,565.56,515.28,26.79,26.81,38.25,35.7,23.65,376.2,322.38,370.53,252.31,378.9,100.65,98.37,104.22,101.36,101.22,1387.83,1403.25,1150.58,1527.17,1572.04,1281.35,3663.43,3113.52,537.83,2635.77,476.85,547.95,475.13,449.57,381.37,515.62,554.73,442.4,2653.13,2454.56,5405.77,3039.74,4561.8,60.26,73.24,66.39,79.33,77.11,261.33,214.11,263.36,243.03,248.78,2.45,1.78,2.09,4.75,3.72,3.9,0.73,2.13,4.87,3.68,86.17,36.56,42.02,95.66,15.27,46.77,28.9,59.6,53.61,55.42,27.06,10.94,9.22,16.46,15.65
2025-06-10 00:31:30,104.73,73.84,50.67,40.55,7505.24,9452.58,8830.8,1050.45,1107.73,1086.33,1188.02,1128.56,1129.94,1121.08,1144.22,1169.91,1049.71,495.74,461.94,571.16,532.84,555.82,465.37,477.85,549.56,556.06,554.72,17.05,15.09,25.2,30.01,29.91,297.29,312.54,367.44,223.53,190.52,102.32,109.58,96.53,99.65,95.43,1524.08,1306.69,1341.25,1180.62,1298.14,1160.35,2937.27,3234.39,2149.29,565.86,505.46,488.13,516.91,420.06,478.14,445.02,394.12,512.55,2512.19,4596.63,3223.47,2343.7,3962.54,69.51,79.25,62.12,70.62,74.05,237.31,271.36,203.53,246.86,284.66,2.64,4.54,4.96,0.15,0.36,0.57,3.43,4.93,0.19,2.78,55.08,84.79,22.53,21.18,72.03,37.83,84.7,79.09,93.72,60.81,18.38,27.23,29.37,24.31,7.79
2025-06-10 00:31:31,60.08,63.06,79.32,40.3,7601.8,9262.32,9090.74,1192.38,1177.91,1123.28,1030.05,1136.73,1079.67,1170.92,1212.75,1133.19,1044.96,473.7,518.61,470.68,476.51,603.21,595.79,535.82,475.89,484.33,465.38,29.16,32.43,36.75,31.16,35.53,187.94,300.07,186.97,255.25,305.48,108.24,100.8,97.46,98.68,98.33,1289.83,1578.29,1209.23,1105.48,1197.21,3793.98,4336.55,2279.33,3841.85,3288.57,415.41,486.84,429.66,390.66,436.49,495.89,445.58,465.89,4721.1,4169.39,4264.93,2336.96,2337.63,70.32,69.77,70.59,72.33,71.14,270.68,262.01,266.95,239.94,255.46,0.11,2.35,2.32,3.94,2.94,2.28,1.99,3.27,0.18,3.99,36.0,39.75,88.03,20.85,62.79,67.57,15.66,51.43,32.08,58.47,18.88,27.1,5.87,22.35,9.32
