,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2025/6/11 14:59,108.17,82.07,49.45,65.54,9575.95,8186.78,8784.66,1167.11,1201.2,1184.48,1044.45,1125.88,1142.65,1095.06,1105.44,1135.12,1161.45,591.95,539.67,582.95,459.58,525.55,450.15,452.15,494.86,553.39,526.11,37.88,18.62,26.99,34.35,28.21,230.92,187.43,364.56,186.02,189.42,106.82,108.09,99.85,107.89,101.58,1557.49,1282.1,1493.75,1423.07,1160.38,965.07,2101.68,4389.5,2168.9,2663.53,534.4,553.72,492.36,408.25,482.59,464.65,449.37,429.52,5002.25,1561.55,3290.88,1796.32,3069.12,47.88,73.5,49.55,63.86,73.84,245.88,237.91,264.79,266.54,294.62,3.98,4.74,2.09,2.45,1.04,2.6,3.67,2.4,1.27,0.98,64.81,96.59,41.93,88.9,95.1,98.23,42.78,41.75,28,50.6,5.23,14.54,29.24,5.19,27.67
2025/6/11 14:59,103.52,99.23,82.51,69.58,9712.51,9056.91,9410.38,1069.31,1125.39,1044.46,1114.12,1155.98,1192.26,1209.08,1213.75,1058.61,1092.61,613.99,577.8,491.43,613.92,564.13,563.78,561.83,593.74,534.75,479.08,20.49,18.6,23.96,27.59,34.59,265.36,303.15,362.74,364.63,211.47,107.04,107.71,105.37,104.41,106.08,1170.26,1300.07,1408.49,1104.39,1521.18,2318.88,3914.75,1009.62,3650.38,2794.97,429.77,468.53,452.57,490.68,432.65,398.72,545.65,558.96,5020.98,3239.27,2592.37,4391.78,4863.62,49.26,72.88,63.57,57.11,54.67,287.17,208.08,285.9,243.11,254.31,1.69,0.96,4.15,3.03,1.23,1.21,1.47,1.12,4.74,2.45,91.91,31.18,83.19,68.53,35.24,48.93,45.42,82.22,64.19,74.6,28.69,9.48,23.64,24.8,19.48
2025/6/11 14:59,108.76,96.88,94.28,73.82,9408.8,7513.84,7968.38,1211.87,1072.26,1214.1,1094.14,1071.3,1176.68,1089.44,1147.93,1042.07,1196.38,489.7,589.77,486.5,579.26,501.95,603.35,501.67,475.72,509.46,518.28,32.32,38.6,33.04,33.58,17.01,359.27,233.05,355.52,225.8,303.98,97.53,109.08,100.06,101.08,109.22,1208.05,1406.54,1593.73,1551.38,1567.8,2038.7,3418.46,1400.62,1473.59,1477.8,388.51,453.65,465.06,543.47,505.26,483.32,428.06,468.21,2273.43,4601.57,2097.39,4428.88,1960.44,64.53,48.08,78.08,61.54,52.66,241.51,298.06,250.86,209.56,240.31,0.77,4.86,0.95,3.55,3.62,2.03,2.15,3.58,1.73,4.84,80.2,75.19,53.63,64.88,93.99,55.94,61.87,85,42.64,67.18,6.66,18.3,13.91,5.99,14.4
2025/6/11 14:59,98.85,48.7,95.03,93.54,8019.13,7809.18,9649.64,1189.91,1095.36,1203.5,1193.07,1051.88,1171.87,1051.79,1096.54,1054.01,1074.5,488.3,613.62,544.12,547.79,467.21,535.6,591.92,606.11,505.06,541.08,15.23,22.54,31.37,38.41,25.09,324.56,201.03,204.15,249.17,320.04,96.44,108.44,99.63,95.54,108.43,1307.67,1504.23,1453,1418,1227.72,681.76,578.24,1572.11,4442.5,2345.3,481.17,539.39,413.12,456.54,465.69,557.21,433.86,421.71,4251.37,4478.95,1784.42,1765.79,4129.07,49.82,52.37,45.01,71.4,58.8,289.4,229.85,233.1,234.45,242.46,3.81,0.23,2.41,2.19,3.24,0.54,3.52,2.83,1.18,3.15,26.17,40.31,67.6,44.58,49.77,91.74,50.88,81.96,81.03,97.5,17.92,5.9,22.2,19.66,25.2
2025/6/11 14:59,42.88,65.44,72.33,66.3,9402.81,8836.93,9313.14,1134.75,1212.92,1069.44,1113.15,1117.28,1063.11,1059.28,1200.9,1130.97,1127.89,454.95,474.82,475.52,601.45,590.16,484.05,583.84,468.17,514.86,521.85,21.72,38.33,28.25,25.41,20.49,283.07,286.38,363.49,341.22,263.4,101.97,97.51,105.32,95.16,97.71,1190.1,1125.28,1130.14,1392.77,1320.73,3740.99,1829.01,3572.2,3384.8,507.54,525.28,481.96,397.93,551.67,463.87,450.88,514.93,496.68,5344.05,1913.49,3461.06,5315.37,3806.5,50.68,79.67,68.19,77.06,60.97,283.51,243.73,249.39,215.98,251.86,4.43,4.54,2.95,0.16,1.46,3.03,3.4,2.32,0.65,1.56,73.51,12.87,39.04,39.17,69.9,41.27,21,35.34,82.86,73.9,21.83,14.24,5.87,28.74,5.81
2025/6/11 14:59,97.4,58.1,63.63,65.84,9394.06,9054.74,7887.32,1094.97,1137.88,1031.23,1149.57,1163.67,1126.3,1138.22,1070.35,1132.16,1125.07,578.05,475.6,592.9,585.3,506.53,571.35,557.15,558.96,480.08,528.72,30.83,23.93,37.4,18.08,20.43,379.14,186.12,210.63,291.79,258.35,99.11,108.96,109.9,98.67,95.13,1551.79,1599.24,1507.93,1430.38,1241.84,653.89,2217.17,2483.3,4374.01,2843,520.68,506.46,477.47,459.01,534.09,458.83,435.29,516.31,1858.91,4323.12,1627.9,2888.96,2044.84,78.9,63.71,53.58,45.35,56.91,205.01,243.77,255.28,299.2,276.28,2.31,3.82,4.75,4.56,1.92,3.24,0.47,3.7,2.58,0.76,94.48,85.37,35.35,47.15,36.13,68.64,97.24,94.41,59.76,67.91,12.61,10.91,16.02,26.92,7.55
2025/6/11 14:59,88.99,48.51,63.3,75.54,7859.5,8963.44,9567.01,1103.63,1085.85,1214,1179.42,1187,1071.55,1138.7,1150.19,1083.68,1069.39,547.88,513.08,613,522.76,617,601.55,508.25,519.71,593.58,618.25,17.09,27.13,34.48,23.43,36.48,376.74,252.97,372.64,289.13,333.64,99.97,96.64,109.26,105.66,105.71,1551.33,1391.83,1482.82,1170.23,1334.86,3235.52,4314.04,1969.01,1103.97,3089.14,474.49,543.52,464.79,440.64,560.14,549.22,380.96,529.72,5246.14,3712.56,2522.43,4575.73,3600.05,61.93,48.85,49.36,51.43,72.76,253.04,262.71,275.43,208.92,241.67,1.6,4.04,2.7,0.35,4.28,3.02,3.56,3.83,1.1,4.74,28.32,12.17,11.84,73.17,54.22,97.19,42.62,45.24,63.2,90.86,21.39,27.43,16.36,13.3,5.94
2025/6/11 14:59,73.66,75.82,58.33,87.11,7652.64,8430.08,8429.28,1173.97,1167.78,1161.68,1051.23,1182.48,1038.28,1038.34,1108.16,1131.89,1166.13,599.88,613.83,461.02,541.37,462.51,453.69,533.14,457.63,596.69,560.71,28.01,38.53,35.86,35.93,35.98,228.36,337.73,254.75,206.74,276.59,107.46,96.06,97.52,104.88,103.23,1314.08,1344.37,1127.25,1237.92,1373.09,3851.86,4380.91,1062.55,1623.24,3756.56,472.98,443.03,488.11,509.03,462.82,385.39,535.35,484.26,3761.31,4379.47,4942.26,4519.36,3251.19,48.24,66.91,56.48,65.96,79.49,237.54,225.97,233.12,252.36,247.7,1.21,2.02,3.49,4.98,2.77,0.89,3.82,1.42,0.51,3.59,37.34,60.1,22.28,87.81,52.47,70.87,95.33,91.19,47.03,92.93,7.23,26.69,27.65,7.6,27.88
2025/6/11 14:59,45.38,47.27,41.47,54.43,8007.37,9340.4,8532.21,1052.61,1099.57,1127.52,1084.98,1198.21,1147.26,1147.77,1108.07,1157.31,1192.87,596.53,452.11,524.39,483.22,470.84,595.29,531.91,603.63,594.75,512.67,29.29,29.45,32.47,20.62,30.39,363.89,285.92,271.06,369.55,241.18,108.16,99.1,106.22,97.12,102.49,1456.36,1143.94,1378.04,1488.13,1150.65,3012.7,1239.3,1012.36,4490.06,2608.96,557.32,550.59,452.01,403.95,513.75,517.09,514.73,528.52,1799.39,3843.88,2156.56,2282.47,3517.82,60.59,72.89,76.83,69.03,57.51,288.42,247.17,287.55,238.52,287.89,4.32,2.17,1.31,3.07,2.55,0.12,4.24,4.1,4.04,3.16,96.61,87.1,39.27,49.29,53.46,93.14,88.24,28.31,18.56,34.75,10.36,11.55,27.39,22.61,20.83
2025/6/11 14:59,92.58,96.32,73.98,79.64,8140.34,7914.74,7798.64,1115.03,1154.8,1209.3,1143.08,1196.27,1061.05,1153.12,1200.58,1137.46,1126.83,587.37,462.28,528.33,536.63,593.54,476.9,517.71,588.86,514.09,491.72,18.72,17.35,39.93,15.19,27,227.66,224.14,342.95,350.96,301.08,107.16,106.05,101.49,108.71,99.69,1542.07,1276.74,1554.61,1475.39,1421.24,4353.43,1366.7,964.04,2713.88,3468.63,563.69,410.23,447.21,505.28,389.83,515.02,453.91,407.86,3817.96,4745.79,5040.18,2844.89,4074.12,66.09,54.08,49.02,71.01,63.82,231.61,228.56,204.94,292.25,285.99,1.75,2.1,1.46,1.69,2.42,3.3,0.54,2.09,4.05,2.1,98.97,19.62,17.13,38.89,60.3,23.58,28.19,95.47,29.59,80.02,28.07,22.59,11,8.03,12.47
2025/6/11 14:59,62.27,48.32,42.73,60.56,8475.81,8069.61,8719.01,1103.08,1184.49,1099.9,1189.4,1110.23,1196.24,1093.74,1210.93,1185.25,1078.58,607.6,595.12,582.56,462.28,477.1,462.29,537.94,534.89,531.27,568.43,34.89,33.37,25.59,24.48,38.22,348.33,303.36,249.06,253.55,325.7,105.01,100.65,103.25,96.03,101.17,1158.34,1220.44,1201.06,1303.13,1321.5,3000.3,1645.95,1235.73,630.33,3247.49,443.75,562.08,413.69,430.15,506.51,486.63,420.84,439.5,4607.67,5313.91,3857.52,5488.26,5375.1,68.77,45.74,78.69,52.78,59.02,250.72,210.04,210.57,289.67,239.94,4.4,4.92,3.11,4.94,2.17,0.2,2.39,4.03,1.31,4.79,14.76,93.02,37.55,30.31,36.31,79.04,13.13,88.18,23.43,23.14,7.78,12,28.99,7.23,17.21
2025/6/11 14:59,75.68,70.83,43.55,47.17,8142.86,7576.1,8738.62,1135.82,1218.32,1095.39,1217.48,1078.63,1100.94,1208.76,1062.59,1082.99,1176.22,599.96,573.16,491.75,609.56,517.03,568.55,471.18,482.26,585.83,541.44,17.37,34.31,29.54,21.24,20.01,275.14,323.29,305.3,211.29,269.26,108.28,100.78,103.15,106.86,96,1435.92,1295.04,1352.23,1474.72,1128.56,2907.5,573.18,3363.36,1958.59,2142.91,566.95,523.44,436.86,448.57,522.65,568.31,389.04,415.33,5161.26,1800.79,3722.82,3156.44,3749.33,76.35,76.29,54.84,51.76,45.73,244.14,286.52,269.93,263.39,200.08,3.25,3.03,2.78,4.59,0.99,1.21,3.66,2.93,0.22,3.68,68.65,31.61,10.62,77.66,58.17,13.03,90.71,97.64,44.43,64.79,24.1,14.55,8.34,13.85,14.63
2025/6/11 14:59,82.2,72.84,60.52,86.7,8112.91,8215,8778.81,1206.22,1196.97,1068.96,1152.17,1093.96,1166.65,1121.95,1032.4,1043.05,1213.25,594.6,484.34,465.86,539.49,561.53,466.82,556.58,519.37,570,559.25,27.46,24.67,36.09,32.62,33.72,224.91,210.88,342.75,377.11,265.98,107.49,100.76,101.42,104.16,108.12,1527.82,1581.22,1534.2,1218.06,1580.4,906.1,2383.27,2277.08,3545.88,2433.7,483.2,380.99,567.64,520.97,484.95,414.24,511.08,541.62,1742.86,5455.27,4749.6,3111.52,1810.81,61.65,65,66.33,75.12,77.44,216.2,250.73,276.05,253.02,278.98,1.51,0.58,4.25,2.55,2.6,2.64,3.6,3.27,3.35,1.6,25.76,36.35,99.33,26.46,92.57,21.18,57.88,39.66,70.37,20.9,24.91,18.14,29.58,6.76,26.99
2025/6/11 15:00,85.05,71.75,96.26,47.33,8495.55,8872.14,7817.81,1041.11,1050.68,1113.78,1130.57,1085.33,1064.02,1146.15,1160.53,1165.19,1107.81,499.92,574.64,503.97,542.38,612.27,564.96,468.9,528.83,541.69,590.14,36.56,32.73,19.41,21.17,31.58,356.53,346.43,341.51,322.97,312.42,97.22,101.43,108.91,96.68,101.19,1123.08,1116.99,1510.35,1565.01,1171.31,1365.39,703.48,1475.45,4273.2,4115.4,450.83,524.2,504.24,506.54,480.79,427.57,469.45,462.56,3460.24,1750.1,3103.69,2262.05,4136.88,69.72,68.98,74.23,78.31,76.73,268.78,235.66,290.27,251.87,269.15,2.56,4.89,1.16,2.6,1.74,0.39,3.75,1.68,0.33,4.1,61.76,41.8,95.43,13.42,83.54,97.28,97.49,82.65,75.55,93.82,28.36,9.59,16.41,5.15,29.55
2025/6/11 15:00,65.2,47.06,91.2,63.49,7917.56,7840.19,8036.35,1038.44,1216.53,1044.2,1049.89,1219.1,1161.57,1099.42,1118.77,1136.21,1072.64,554.2,481.41,496.38,541.33,580.45,455.03,532.71,475.19,513.59,609.41,22.18,26.52,33.05,19.97,32.45,364.56,208.24,229.61,348.33,246.75,103.06,95.73,101.98,97.54,98.4,1458.74,1378.34,1313.83,1330.84,1331.92,3406.94,2445.83,673.24,4188.57,2308.86,397.07,551.77,549.35,477.37,475.46,419.25,552.5,425.71,1802.36,5424.21,5025.62,1880.73,2752.11,47.56,79.03,50.91,49.37,68.47,225.92,213.88,233.96,256,248.28,1.4,1.63,4.68,4.52,3.23,2.77,3.63,0.39,2.58,4.47,66.82,56.06,69.78,17.27,49.28,31.89,69.7,97.12,98.2,35.35,28.2,20.71,15.23,11.48,10
2025/6/11 15:00,78.28,66.48,99.24,105.38,8002.88,8224.52,9192.82,1190.35,1039.72,1097.65,1052.02,1203.35,1141.1,1174.04,1217.77,1091.94,1178.09,582.08,559.65,454.78,473.82,521.19,463.48,485.4,606.53,559.2,540.03,17.72,24.6,32.4,17.29,32.16,316.05,255.06,288.73,359.56,304.82,100.24,107.59,106.82,97.44,106.23,1470.92,1159.23,1303.7,1514.01,1232.69,4169.7,621.73,2185.85,3562.26,3879.36,512.91,438.04,562.99,415.71,427.14,404.22,514.31,462.13,4084.81,1755.35,2629.16,3313.96,3647.14,54.05,54.48,63.28,63.57,52.19,282.35,298.32,239.28,260.2,237.43,2.55,1.08,2.31,2.31,1.16,4.72,2.9,4.31,4.41,0.12,11.12,45.42,96.34,13.07,45.34,59.12,74.81,52.3,87.14,29.56,16.95,9.27,26.37,25.73,26.17
2025/6/11 15:00,65.46,105.73,63.46,102.26,7629.97,9006.59,7985.18,1094.93,1096.8,1162.56,1072.05,1055.4,1131.43,1190,1158,1164.87,1112.05,544.56,573.7,500.02,572.61,453.32,587.89,474.22,556.47,572.07,547.52,27.55,28.61,28.44,23.03,27.27,189.71,332,317.35,349.9,346.74,101.13,100.64,109.08,95.11,97.11,1448.71,1486.79,1511.23,1279.08,1526.39,724,4147.03,1518.41,3180.52,4411.01,451.95,436.51,402.15,517.35,392.53,477.58,523.42,505.1,1875.53,2756.3,2372.61,2306.52,3339.1,57.98,71.19,68.51,69.25,78.68,286.47,222.5,228.74,265.43,251.78,4.94,4.32,5,4.65,1.83,1.26,2.4,3.84,0.38,0.51,85.75,76.27,51.71,17.3,99.94,81.51,52.91,58.55,27.12,98.27,18.39,16.39,11.01,12.2,14.97
2025/6/11 15:00,62.66,65.44,56.1,46.2,9142.4,9557.46,7634.06,1183.21,1035.45,1074.59,1121.33,1059.17,1214.98,1076.63,1096.34,1091.37,1195.26,537.44,535.08,507.07,586.52,531.01,485.84,546.23,582.96,617.23,451.76,19.88,39.72,35.74,37.35,16.81,298.7,341.77,264.38,189.06,249.12,98.88,101.79,95.55,108.12,107.3,1546.86,1500.7,1129.59,1328.09,1567.59,3133.82,3365.99,931.58,1249.54,1291.39,550.03,512.04,453.27,484.95,473.6,420.85,500.03,554.74,2358.35,1809.13,2551.95,5255.02,3477.53,61.5,56.26,73.45,68.16,73.9,286.9,290.7,239.57,217.54,214.55,3.2,0.91,1.48,1.87,1.14,4.49,1.56,4.94,4.06,3.89,36.28,39.18,80.6,37.41,85.82,64.85,69.32,95.86,59.74,95.91,11.37,28.25,14.41,21.97,19.89
2025/6/11 15:00,94.99,80.61,84.43,75.63,8052.3,8239.93,8726.39,1161.02,1185.49,1181.74,1140.98,1117.72,1085.45,1105.8,1165.21,1140.3,1053.84,464.62,611.64,469.81,565.37,615.07,473.8,599.05,549.14,557.23,457.24,19.09,21.46,16.59,34.03,27.89,203.12,292.03,376.23,354.29,285.59,105.77,108.91,101.94,100.33,108.56,1533.39,1167.55,1237.05,1323.14,1587.88,1493.21,1692.62,2013.78,2186.64,2023.93,527.65,438.13,487.96,490.22,437.24,540.97,458.15,465.75,2725.59,2499.7,1893.36,4799.8,4403.89,52.56,60.07,79.21,67.8,57.94,246.36,206.92,288.34,284.73,260.69,0.13,4.32,4.03,3.99,4.04,2.5,1.46,0.27,2.35,4.96,51.35,57.07,35.04,96.65,44.23,88.11,12.06,82.11,85.41,86.27,20,5.44,17.67,13.01,8.9
2025/6/11 15:00,58.14,109.4,99.27,99.31,8570.81,8989.79,8418.86,1136.23,1077.61,1155.1,1072.66,1092.83,1151.38,1167.87,1165.94,1064.37,1077.65,581.78,481.65,510.66,609.64,523.84,554.61,475.21,561.83,468.43,559.1,28.81,18.59,26.31,25.27,34.09,266.55,230.09,214.52,271.72,343.12,108.11,99.46,107.72,103.81,106.71,1515.35,1515.93,1485.73,1559.37,1103.42,4412.15,3730.16,718.97,1553.15,666.23,479.17,488.87,558.21,481.83,403.29,407.1,423.33,478.79,3571.39,4818.91,4695.52,2903.34,4089.34,57.27,64.94,55.96,51.84,54.51,283.6,267,218.56,256.6,222.75,3.39,4.55,4.86,2.35,0.27,3.7,2.06,0.76,3.63,4.3,83.74,67.5,72.91,80.14,85.51,18.38,90.26,67.2,69.31,12.84,17.15,27.42,20.47,15.49,16.73
2025/6/11 15:00,69.49,81.24,42.47,95.34,7511.44,8264.61,9760.97,1033.96,1065.84,1210.54,1214.74,1168.77,1030.55,1081.47,1182.99,1092.9,1101.1,517.94,573.68,535.76,457.64,560.4,556.28,582.58,504.28,452.66,466.93,31.54,32.98,15.94,19.41,17.74,196.29,298.64,280.38,189.38,376.96,101.07,95.28,108.76,98.86,98.8,1596.63,1426.9,1105.38,1253.29,1158.68,3359.12,2592.15,1884.61,3711.78,1725.58,380.01,518.97,380.35,493.67,562.64,546.5,389.2,536.98,2851.34,4059.64,2232.96,4410.28,3017.92,68.37,57.94,60.81,62.59,55.25,210.28,226.56,216.66,247.89,288.21,4.55,0.45,2.4,4.24,1.37,2.41,3.3,2.9,0.48,3.86,41.1,33.08,96.02,66.96,53.32,37.39,46.44,27.68,63.17,79.16,16.28,8.26,5.32,21.75,13.33
2025/6/11 15:00,56.6,72.59,50.4,43.51,7696.43,8061.3,8443.1,1182.64,1104.16,1065.61,1130,1169.61,1206.91,1068.74,1086.56,1087.02,1199.13,616.79,489.17,542.73,545.93,592.96,607.67,517.53,510.85,566.61,580.95,22.97,15.1,20.48,36.01,20.98,213.24,379.21,220.43,246.6,372.65,108,99.25,108.03,106.84,96.55,1554.26,1413.25,1439.31,1227.16,1533.93,505.38,3174.58,1389.39,1211.01,698.99,471.8,410.99,434.78,452.68,469.17,491.46,526,545.98,4608.78,1930.2,3369.57,3772.83,4544.32,62.51,52.25,62.11,47.35,74.61,262,243.73,294.42,257.71,276.93,4.36,2.49,2.03,0.27,4.05,4.22,0.68,3.21,3.12,1.03,83.43,92.43,56.88,16.25,96.08,86.46,41.52,68.56,33.1,25.73,28.09,28.26,11.85,29.6,23.25
2025/6/11 15:00,43.3,76.92,103.44,55.66,9433.62,9759.96,9705.75,1082.89,1121.06,1138.15,1211.01,1189.5,1204.16,1065.88,1088.79,1071.12,1108.91,474.17,493.41,596.07,459.11,518.57,470.32,532.87,531.99,515.98,526.32,27.83,29.31,24.71,19.71,33.19,365.22,208.63,270.26,270.84,346.02,100.22,96.62,108.8,106.03,108.35,1124.09,1422.55,1433.92,1164.09,1567.06,4078.9,2185.3,4266.2,4161.95,4058.19,462.83,411.87,487.83,401.09,407.66,562.21,455.78,569.19,3309.02,2989.81,2254.83,4057.17,2856.01,65.53,68.74,50.48,76.22,71.57,249.57,203.62,275.06,277.54,225.26,4.39,0.69,4.28,4.48,2.39,1.89,2.04,4.37,0.91,1.14,46.87,76.63,93.79,72.52,40.65,90.39,40.32,79.65,32.41,29.82,11.03,18,15.48,23.07,22.22
2025/6/11 15:00,89.62,71.12,55.92,97.33,9143.4,7994.49,8290.35,1177.04,1192.53,1150.52,1184.17,1136.9,1205.66,1163.51,1118.29,1078.84,1172.35,588.56,552.01,545.41,550.48,547.35,472.79,552.27,507.23,525.89,576.89,34.36,20.41,38.23,17.22,24.17,342.32,231.17,197,342.69,294.75,101.23,103.59,109.56,99.24,98.99,1479.41,1388.44,1263.63,1525.79,1496.73,2144.78,3910.95,1782.32,4260.1,1726.06,543.65,523.91,436.96,497.46,386.39,442.19,515.38,453.66,3115.88,1744.68,1685.52,2192.09,2343.05,48.51,59.73,49.32,68.99,78.89,290.82,293.66,237.37,234.14,285.83,1.67,0.85,2.87,4.65,3.49,3.9,2.59,1.62,4.38,2.88,39.83,45.79,82.4,28.55,92.9,30.71,16.34,14.78,24.5,94.43,10.31,24.04,21.31,21.49,26.78
2025/6/11 15:00,57.27,50.45,41.31,48.9,8086.19,7626.32,9471.83,1104.06,1137.92,1103.43,1088.61,1205.88,1200.4,1155.76,1061.42,1186.69,1094.38,585.34,483.01,596.32,585.63,475.77,479.89,556.31,579.26,559.48,524.71,35.85,31.2,22.32,20.27,38.96,344.51,253.99,324.56,200.76,345.55,105.71,95.28,103.75,103.01,101.72,1149.53,1358.68,1358.02,1428,1327.67,3456.36,4310.12,4089.93,704.36,2275.58,415.99,486.76,411.24,421.38,435.9,525.4,492.76,409.26,1521.32,4920.7,2990.91,2192.69,3182.6,76.72,52.91,69.35,56.46,79.13,209.67,265.54,285.68,281.31,276.26,1.3,3.37,4.3,0.27,2.42,2.16,3.99,2.74,3.08,1.33,41.99,97.5,31.49,81.64,87.67,28.39,91.38,23.1,59.34,71.94,29.79,10.63,25.06,16.51,27.14
2025/6/11 15:00,93.39,98.55,54.51,78.53,8798.81,7542.91,8159.42,1211.62,1060.6,1172.89,1077.06,1160.82,1142.34,1114.1,1141.93,1037.52,1069.08,520.47,497.19,590.67,477.78,586.83,562.91,579.81,518.79,540.62,612.93,32.91,22.07,21.2,35.55,31.41,363.8,358.08,320.31,371.85,220.69,108.34,101.23,109.21,99.7,101.77,1158.34,1129.94,1171.97,1159.95,1229.99,2060,2349.23,1506.23,1213.31,1917.22,492.42,389.85,550.6,474.06,535.14,506.84,400.48,422.88,4333.26,1925.26,3757.81,2829.51,2259.4,46.98,64.68,58.96,69.56,54.13,234.48,210.11,207.41,283.49,284.07,4.33,4.66,1.83,2.48,0.22,3.54,0.79,2.9,4.35,2.29,31.52,24.04,50.91,24.74,23.64,38.25,54.46,31.71,75.29,95.96,8.79,27.36,27.22,18.36,9.18
2025/6/11 15:00,99.93,69.78,76.55,98.24,7885.45,8503.05,9322.64,1076.79,1080.46,1119.78,1076.95,1115.09,1147.84,1209.18,1063.05,1171.86,1065.07,501.56,595.28,565.64,609.31,579.04,577.24,504.14,519.05,450.92,497.1,29.65,28.52,33.49,38.36,35.26,324.11,354.45,229.34,346.14,225.55,97.87,97.66,99.94,108.65,102.85,1196.87,1560.75,1149.96,1175.98,1382.99,2300.98,2917.02,3168.39,3826.96,567.97,539.37,548.46,414.47,503.57,466.08,435.75,561.53,391.88,2229.19,4186.52,5205.09,3326.88,2818.18,60.03,78.07,72.76,72,56.57,220.42,252.77,202.3,224.34,296.15,0.96,4.3,4.72,1.97,1.95,1.4,3.64,2.68,3.81,4.47,32.84,56.34,26.68,37.46,14.57,46.57,79.95,33.01,75.43,48.07,8.3,14.19,7.42,27.76,10.97
2025/6/11 15:00,58,64.86,44.41,68.72,8613.35,9792.65,9232.96,1069.54,1204.7,1206.32,1084.03,1040.1,1122.11,1041.95,1174.46,1042.2,1107.6,570.35,482.71,583.01,619.58,500.31,531.91,573.07,471.78,456.55,506.79,34.03,27.39,32.63,38.57,25.36,249.25,283,295.46,307.02,350.52,104.34,101.62,102.66,97.79,108.9,1410.87,1311.66,1553.35,1122.84,1266.37,2966.62,1283.96,3487.22,656.8,2608.48,512.63,556.12,540.81,526.34,558.12,567.53,508.47,397.88,2847.96,2967.38,2672.6,5251.8,3360.83,67.07,46.22,61.3,71.83,57.92,284.79,230.3,299.19,286.06,212.21,4.69,2.04,2.75,4.65,0.61,4.98,3.63,1.79,3.23,4.35,57.62,78.37,99.69,62.78,13.16,22.66,29.23,34.84,45.2,99.5,27.27,25.15,9.13,15.84,29.3
2025/6/11 15:00,61.52,87.27,54.79,48.39,8854.13,8084.81,9528.31,1089.67,1165.34,1104.6,1092.84,1123.58,1085.49,1107.18,1144.43,1184.96,1133.88,536,598.53,589.64,491.06,551.69,490.06,587.89,508.83,596.8,611.41,29.92,17.16,22.74,19.66,36.32,274.63,346.75,342.03,259.42,327.2,109.86,106.72,109.65,109.78,99.72,1217.31,1465.78,1415.45,1325.28,1256.77,1665.87,2556.71,1908.7,3200.81,3664.43,396.97,500.78,426.37,522.09,399.09,417.81,382.47,429.55,3308.47,3062.43,4076.14,4327.06,4957.12,53.75,51.88,65.52,69.59,69.65,202.64,287.64,236.49,283.54,290.38,4.5,2.99,2.51,2.61,3.59,4.76,3.72,4.85,1.57,2.88,69.79,77.76,19.21,29.91,33.6,46.47,61.95,71.48,36.89,73.05,25.12,8,13.4,23.8,12.92
2025/6/11 15:00,70.12,75.3,56.67,89.38,8316.83,8782.43,9349.83,1202.73,1048.4,1203.61,1205.63,1053.94,1100.17,1103.03,1147.96,1103.41,1055.73,475.98,599.26,469.34,471.08,606.38,456.25,478.16,479.41,587.78,595.24,35.19,37.68,24.57,36.46,29.48,378.13,365.5,291.78,184.6,205.98,107.45,95.3,96.92,98.41,96.97,1155.87,1493.43,1257.12,1308.03,1185.04,2442.41,3348.2,1764.72,3006.12,1461.7,459.53,403.01,434.27,454.18,423.39,481.99,517.46,546.79,1671.82,3997.72,2075.03,4605.3,3872.79,71.39,65.89,76.92,57.86,53.19,261.84,278,236.91,223.65,261.5,2.92,4.45,0.84,2.56,1.01,2.84,2.18,4.8,2.26,2.76,68.33,70.34,14.93,55.91,23.69,34.6,49.96,86.09,36.74,94.43,16.84,25.08,16.3,29.02,25.21
2025/6/11 15:00,94.82,64.7,50.53,44.7,8409.42,9159.94,9034.72,1176.74,1175,1084.56,1134.42,1107.65,1185.72,1054.35,1141.23,1102.84,1177.37,481.23,617.55,494.85,494.57,514.97,588.48,469.95,609.63,609.37,499.75,25.24,30.82,34.95,34.76,31.67,293.58,248.67,376.12,342.74,354.03,103.36,98.63,101.55,102.58,106.3,1562.29,1509.04,1570.18,1176.02,1334.32,1768.41,4454.34,3695.64,3922.82,1101.33,381.57,381.89,500.8,390.38,481.42,412.46,565.72,447.94,1756.14,5213.18,3537.84,4711.58,2892.23,77.22,60.71,65.69,52.77,66.6,230.12,202.39,287.38,275.75,267.4,4.19,4.97,1.26,2.36,4.84,1.38,4.49,4.66,4.33,1.64,85.56,21.81,66.75,66.8,94.91,36.68,60.58,97.04,13.94,75.75,13.66,14.72,24.25,21.67,19.31
